HV1,IC1,IC5,CARDPROM,NUMPRM12,NGIFTALL,TIMELAG,year,GENDER,HOMEOWNR,DOMAIN_letters,RFA_frequency,RFA_monetary,AVGGIFT
853,328,14135,6,7,1,8.117885715,29.0,M,H,C,1,F,20.0
804,406,15966,15,12,4,20.0,60.0,F,H,R,1,F,11.25
470,249,11504,20,31,24,1.0,14.0,M,other,T,1,G,26.625
532,210,11918,26,13,18,6.0,20.0,M,H,C,3,E,5.444444444
2796,543,22715,30,11,15,2.0,16.0,M,H,C,1,F,10.4
893,368,13187,7,14,3,3.0,48.0,F,H,T,3,E,10.0
614,267,11890,29,13,14,1.0,30.0,M,H,R,2,E,6.785714286
629,213,10088,28,13,14,7.0,34.0,M,H,R,2,E,9.142857142999999
1003,423,15434,25,11,8,10.0,32.0,M,U,R,1,F,8.25
402,182,11732,18,12,13,9.0,37.5707995,F,U,C,4,D,4.692307692
752,228,15059,32,13,19,6.0,24.0,other,other,U,2,E,8.052631579
1181,451,17987,6,7,1,8.117885715,44.0,M,H,S,1,F,15.0
393,186,10297,7,7,1,8.117885715,37.5707995,other,other,R,1,F,15.0
793,407,16162,12,11,5,2.0,40.0,F,H,S,1,F,11.4
544,240,11379,17,13,4,10.0,59.0,F,other,R,1,G,17.5
743,283,9531,33,13,27,21.0,48.0,F,H,T,1,F,15.03703704
695,333,13850,12,12,6,2.0,37.5707995,F,U,T,4,E,7.666666667
425,264,10176,22,12,11,3.0,44.0,M,H,T,1,G,12.81818182
892,405,20756,16,14,9,2.0,37.5707995,F,other,R,4,F,12.22222222
873,370,12474,10,4,14,4.0,37.5707995,F,other,S,4,D,4.928571429
925,319,18518,9,11,3,6.0,30.0,F,H,C,2,F,8.333333332999999
571,295,13275,25,11,19,7.0,12.0,F,H,T,3,D,3.394736842
438,314,10991,36,13,21,3.0,37.5707995,F,other,R,2,G,10.85714286
350,240,8651,20,13,9,4.0,30.0,F,U,S,2,F,11.22222222
816,348,13923,30,13,17,4.0,37.5707995,M,U,T,2,E,6.235294118
1463,172,14434,36,22,17,3.0,32.0,F,H,U,1,G,19.35294118
433,156,7004,33,13,19,11.0,34.0,F,H,T,1,F,20.2631579
320,132,6810,8,12,3,2.0,32.0,M,other,R,3,E,8.333333332999999
871,474,16518,5,11,1,8.117885715,37.5707995,F,H,S,1,F,20.0
498,367,13565,22,13,11,3.0,38.0,F,H,C,1,G,33.45454546
1070,310,16741,17,13,8,5.0,37.5707995,other,other,C,3,G,25.0
649,188,11452,21,14,8,4.0,44.0,M,U,C,2,F,12.875
700,211,11069,14,13,6,13.0,37.5707995,M,other,R,4,F,9.5
1159,505,16156,12,10,3,16.0,59.0,M,H,S,1,F,10.33333333
900,421,16251,32,13,12,4.0,15.0,M,H,S,1,F,14.25
3336,792,33112,17,10,7,5.0,57.0,F,other,S,1,G,9.571428571
364,202,10462,30,12,16,8.0,11.0,M,U,R,1,E,6.75
3331,388,23599,17,13,5,3.0,55.0,M,U,U,2,G,16.0
1988,690,24928,10,11,2,11.0,37.5707995,F,H,S,1,F,21.0
664,269,8424,18,13,13,9.0,34.0,F,H,S,4,E,5.384615385
4143,512,30393,28,12,19,13.0,10.0,M,U,U,2,E,5.47368421
1844,676,25507,29,12,19,6.0,23.0,M,H,T,1,E,7.842105263
695,314,12362,9,10,2,14.0,50.0,M,H,S,1,F,16.0
2866,801,30218,19,13,5,13.0,30.0,M,H,S,1,G,22.0
388,365,11518,9,12,2,4.0,74.0,F,H,S,2,F,15.0
126,265,13832,24,13,7,5.0,43.0,F,H,S,1,G,14.28571429
1741,250,11342,30,9,25,4.0,37.5707995,M,H,U,1,E,6.56
935,533,16443,15,13,3,4.0,58.0,F,H,T,1,F,15.66666667
455,143,9378,11,13,6,3.0,36.0,F,U,R,4,E,6.666666667
1848,341,21756,12,14,5,1.0,13.0,M,other,C,3,E,9.4
2362,613,21179,11,13,3,7.0,24.0,M,H,C,2,F,12.33333333
917,251,15669,18,18,16,0.0,32.0,F,U,C,3,G,16.875
325,196,9554,27,13,12,2.0,26.0,F,H,C,1,F,11.5
776,242,12620,20,9,4,15.0,37.5707995,F,U,S,1,F,14.25
699,177,6986,20,13,11,1.0,44.0,F,H,U,2,E,15.37545455
820,386,18655,25,11,15,21.0,56.0,M,U,T,1,E,7.333333333
705,398,14037,13,11,3,3.0,57.0,F,H,C,1,F,15.0
744,337,14083,22,10,7,5.0,42.0,F,H,T,1,F,7.428571429
763,372,20321,22,12,11,6.0,44.0,F,H,U,2,E,8.363636364
376,144,7154,21,14,12,14.0,19.0,F,H,T,4,D,6.333333333
646,263,12373,33,14,19,3.0,15.0,F,other,T,3,F,8.631578947000001
949,309,13855,12,12,4,12.0,36.0,F,H,R,2,F,9.0
1319,492,19789,5,11,1,8.117885715,37.5707995,F,other,S,1,F,18.0
465,222,8474,22,17,16,6.0,37.5707995,M,other,R,4,D,4.5625
499,308,14865,12,12,3,5.0,45.0,M,U,S,1,F,13.33333333
5339,1022,53956,11,13,2,12.0,58.0,F,other,S,1,G,22.5
399,266,11596,12,12,6,1.0,26.0,F,H,R,3,E,7.166666667
893,213,14981,15,14,5,8.0,15.0,F,U,C,2,G,16.6
532,246,10830,17,16,7,12.0,30.0,F,H,S,3,F,11.28571429
955,324,12645,27,12,15,3.0,28.0,M,H,U,1,G,22.93333333
1032,606,23563,23,13,5,43.0,37.5707995,F,H,S,1,G,17.8
1289,583,25511,6,12,1,8.117885715,62.0,F,H,S,1,G,25.0
1533,603,26309,26,13,8,3.0,67.0,M,H,T,1,F,9.75
472,263,12932,18,12,7,10.0,52.0,F,H,U,1,F,11.28571429
5939,1214,64833,32,13,8,3.0,40.0,M,other,S,1,G,22.875
581,274,9690,14,12,4,6.0,12.0,F,U,R,1,F,10.25
398,299,12584,9,10,2,6.0,30.0,F,H,R,1,F,15.0
698,303,15698,6,12,1,8.117885715,37.5707995,F,other,C,1,F,20.0
658,312,12890,16,13,5,14.0,28.0,F,H,C,1,F,12.6
1464,305,22648,31,9,17,10.0,15.0,F,H,U,1,E,7.823529412
370,200,8654,3,7,1,8.117885715,37.5707995,F,other,R,1,F,15.0
1429,417,22647,27,11,17,5.0,55.0,M,H,S,4,D,3.882352941
378,267,13149,12,13,5,2.0,19.0,M,H,T,3,E,11.2
733,463,19570,17,13,5,14.0,32.0,F,H,S,1,F,11.6
786,314,11204,17,13,13,1.0,32.0,F,H,T,4,D,5.153846154
981,383,22102,16,11,8,11.0,29.0,M,H,U,4,D,4.5
359,209,8976,11,12,4,5.0,47.0,M,H,R,3,E,10.5
637,355,14333,15,11,4,3.0,52.0,M,U,T,1,F,14.25
1478,418,12064,8,13,2,8.0,55.0,M,H,T,1,G,14.0
450,203,9362,28,13,8,7.0,31.0,F,U,R,1,G,21.25
1573,534,17934,6,11,1,8.117885715,37.5707995,M,other,S,1,G,25.0
613,272,11234,21,11,13,8.0,37.5707995,F,other,T,3,D,8.0
1505,418,20194,13,8,8,6.0,37.5707995,F,H,S,2,F,10.625
776,378,14465,21,13,6,10.0,46.0,F,H,T,1,G,19.16666667
579,267,13956,18,13,6,5.0,38.0,F,U,R,2,F,12.33333333
4569,991,38338,25,15,10,4.0,45.0,F,other,S,1,G,31.5
598,266,11099,15,13,9,4.0,37.5707995,M,U,T,4,E,7.222222222
529,232,9441,17,14,9,2.0,55.0,M,U,R,3,E,8.777777777999999
2289,493,22039,31,13,20,0.0,54.0,M,H,U,2,G,25.25
355,158,7577,15,12,4,10.0,52.0,F,H,R,1,F,12.75
1127,398,23165,17,11,8,1.0,37.5707995,F,U,S,1,F,6.375
1296,577,24817,26,12,8,10.0,39.0,M,H,S,1,F,9.875
405,178,9904,6,10,1,8.117885715,37.5707995,F,other,R,1,F,20.0
650,356,13225,9,10,2,9.0,37.5707995,M,other,S,1,F,20.0
405,165,10690,11,14,2,11.0,58.0,M,H,T,1,G,22.5
2132,276,10033,13,14,5,3.0,20.0,F,other,S,3,G,34.8
1215,548,21362,25,13,7,4.0,16.0,F,U,S,2,G,23.57142857
561,270,9994,27,13,22,12.0,28.0,F,H,R,4,D,4.272727273
745,194,11792,18,12,8,7.0,55.0,M,H,U,3,E,7.25
722,272,13453,22,15,9,20.0,24.0,F,H,T,1,F,11.11111111
1201,637,22101,23,12,7,6.0,52.0,F,H,T,1,F,20.71428571
519,220,9111,27,15,13,10.0,24.0,F,other,T,1,F,11.46153846
1389,481,18201,22,12,7,6.0,24.0,M,H,T,2,F,11.0
900,367,13498,13,9,4,1.0,54.0,F,H,U,1,F,7.5
1601,367,17903,23,12,24,2.0,62.0,F,H,T,1,E,6.333333333
370,220,7759,6,8,1,8.117885715,37.5707995,M,U,R,1,F,16.0
471,232,10428,16,12,6,3.0,61.0,M,H,C,2,F,11.16666667
3083,685,27775,38,28,15,26.0,37.5707995,M,other,S,3,G,19.66666667
949,362,13400,19,12,4,15.0,58.0,F,U,T,1,G,24.5
543,258,12855,29,15,23,5.0,37.5707995,F,H,U,4,E,6.130434782999999
554,307,9675,26,11,16,4.0,37.5707995,F,H,U,1,E,4.75
2095,733,27327,20,13,8,2.0,22.0,M,H,S,1,F,9.0
663,213,15006,21,8,5,12.0,21.0,F,H,U,1,F,18.0
1368,486,12553,21,11,20,2.0,29.0,other,H,U,4,D,5.15
535,264,11970,18,13,5,28.0,53.0,M,H,T,1,F,13.0
1458,480,18395,5,10,1,8.117885715,31.0,F,other,S,1,F,15.0
678,310,12748,6,12,2,2.0,55.0,M,H,S,2,F,15.0
1139,621,18856,6,12,1,8.117885715,28.0,F,U,T,1,F,20.0
566,196,8802,9,10,2,9.0,52.0,F,H,U,1,F,10.0
853,215,9677,23,23,20,7.0,18.0,M,U,R,4,E,5.1
2808,363,25367,20,14,7,9.0,37.5707995,M,other,S,2,G,14.57142857
452,301,11093,15,12,4,8.0,37.0,F,U,S,1,F,11.25
5444,1080,68924,22,15,8,9.0,46.0,M,other,U,2,F,16.25
709,359,11094,32,14,20,3.0,52.0,F,U,R,2,E,8.15
563,213,10713,23,11,7,20.0,37.0,F,H,C,1,F,7.857142857
709,264,10666,12,12,3,14.0,37.5707995,F,U,T,1,F,11.66666667
1413,352,20921,22,14,9,13.0,41.0,F,other,C,2,F,11.88888889
420,262,12674,23,16,23,3.0,37.5707995,F,other,R,1,E,6.695652174
356,186,8826,20,15,8,5.0,54.0,F,H,R,4,G,21.625
1354,207,13252,11,10,2,7.0,37.5707995,M,other,C,1,G,75.0
1502,616,34720,13,11,4,48.0,41.0,M,H,S,2,F,10.25
566,289,12511,17,9,4,11.0,51.0,F,H,R,1,F,9.75
341,154,5056,21,5,14,10.0,11.0,F,H,T,1,E,9.392857142999999
687,345,11855,21,6,28,2.0,22.0,F,H,C,1,E,8.142857142999999
1097,273,12841,24,13,14,4.0,37.5707995,F,H,C,1,F,7.357142857
339,301,9772,30,13,14,14.0,43.0,M,H,S,1,E,8.5
461,245,8261,26,12,27,3.0,24.0,other,H,R,4,D,8.148148147999999
1091,526,18484,11,12,3,5.0,30.0,F,U,S,2,F,13.33333333
3673,791,38257,19,13,15,6.0,37.5707995,other,other,U,3,E,9.933333333
1519,548,20044,16,13,7,3.0,44.0,F,H,S,2,F,9.285714286000001
691,284,11852,29,28,61,8.0,11.0,F,H,U,3,D,5.7377049179999995
1319,473,19407,9,15,4,3.0,76.0,F,H,C,4,E,10.0
691,293,13017,18,13,5,13.0,59.0,F,other,S,2,G,16.8
878,143,12383,25,15,21,8.0,37.5707995,F,other,C,4,F,10.42857143
636,324,12820,22,14,6,8.0,49.0,F,H,T,1,F,13.33333333
723,192,12106,3,7,1,8.117885715,28.0,M,H,R,1,F,15.0
1147,460,27623,32,13,11,5.0,31.0,M,H,U,1,G,25.0
1968,416,16541,12,10,3,9.0,46.0,F,H,C,1,F,11.66666667
1900,335,13652,57,34,20,5.0,37.5707995,F,other,U,1,F,17.6
313,284,14328,24,9,14,4.0,23.0,M,H,C,3,D,5.3571428569999995
514,326,11761,24,13,18,8.0,40.0,M,other,R,2,G,23.61111111
300,207,9457,35,13,38,7.0,14.0,F,U,C,1,E,5.065789474
832,385,19062,32,15,22,21.0,24.0,F,other,C,2,E,6.272727272999999
369,135,5730,14,8,7,9.0,37.5707995,M,H,T,2,G,23.57142857
833,261,10602,19,26,8,8.0,58.0,F,H,R,1,F,7.625
322,56,3575,34,11,44,2.0,23.0,F,H,C,1,F,6.8863636360000005
1973,187,7335,10,12,6,2.0,37.5707995,F,other,U,4,D,6.166666667
578,317,14117,33,27,44,3.0,37.5707995,F,other,T,4,D,6.727272727000001
1485,470,24656,13,14,4,9.0,58.0,F,H,S,2,G,16.5
867,421,15230,5,10,1,8.117885715,44.0,F,U,R,1,F,15.0
603,251,10155,28,15,14,7.0,37.5707995,F,other,S,1,F,20.215
1426,392,16896,14,12,10,0.0,62.0,other,other,U,4,D,4.8
916,355,22269,13,9,2,18.0,37.5707995,F,other,S,1,F,12.5
316,370,15183,29,12,16,9.0,17.0,M,U,U,3,E,8.5
3619,353,20466,14,10,3,4.0,60.0,M,H,S,1,F,16.66666667
712,404,17069,23,12,14,4.0,22.0,M,H,T,3,D,6.5
915,469,17112,34,20,24,13.0,12.0,F,U,R,4,D,4.625
4167,373,16813,29,10,17,5.0,37.5707995,F,other,U,1,E,6.941176471
899,198,12389,25,11,11,10.0,23.0,F,H,C,2,E,9.454545455
612,301,8949,13,12,5,10.0,33.0,M,other,T,1,G,15.4
2598,518,27570,28,12,14,11.0,36.0,M,H,S,1,F,10.64285714
368,249,10286,22,14,9,4.0,21.0,F,other,U,2,F,9.555555556
562,234,11304,29,11,15,10.0,35.0,F,other,T,1,E,8.066666667
908,426,10899,23,13,8,14.0,42.0,F,H,S,2,F,10.875
818,317,12626,25,12,13,4.0,30.0,F,H,T,1,E,11.0
353,182,8972,26,9,9,5.0,43.0,F,H,R,1,F,10.77777778
641,282,12503,22,15,12,3.0,20.0,F,other,C,2,F,14.08333333
638,402,13953,25,13,7,13.0,56.0,F,H,R,2,G,14.85714286
786,196,13825,6,12,1,8.117885715,37.5707995,other,U,U,1,G,25.0
2478,560,22133,29,13,20,31.0,35.0,F,other,S,2,E,5.4
530,334,15615,16,9,4,14.0,22.0,M,H,C,1,F,13.75
2163,610,39156,7,11,1,8.117885715,54.0,M,H,S,1,G,25.0
886,463,38660,24,13,9,8.0,51.0,M,H,U,1,G,31.11111111
653,319,21351,31,13,14,6.0,50.0,M,H,T,2,G,13.92857143
994,526,17452,3,5,1,8.117885715,19.0,M,other,T,1,F,15.0
991,435,17805,12,12,4,1.0,37.5707995,F,other,S,1,F,7.75
1241,607,27265,6,12,1,8.117885715,37.5707995,F,other,T,1,G,25.0
823,342,15110,10,10,2,18.0,68.0,M,H,C,1,F,17.5
904,285,10637,6,12,1,8.117885715,71.0,M,U,U,1,F,20.0
441,161,7651,52,44,24,2.0,23.0,M,H,T,2,E,9.625
1470,295,14060,13,12,3,2.0,14.0,M,H,R,1,F,11.66666667
1000,422,14638,28,12,27,7.0,37.5707995,other,H,U,3,D,2.444444444
1464,464,16528,5,9,1,8.117885715,37.5707995,F,other,S,1,F,15.0
2250,706,27855,22,9,9,11.0,19.0,F,H,S,1,F,9.111111111
433,214,9847,6,15,2,2.0,24.0,F,U,R,2,F,15.0
783,253,15451,8,11,2,11.0,37.5707995,F,other,S,1,F,10.0
3343,502,19189,5,9,1,8.117885715,37.5707995,F,other,S,1,F,15.0
616,190,13952,17,6,14,4.0,37.5707995,M,H,U,1,E,7.75
967,311,14386,28,13,8,10.0,37.5707995,M,U,R,1,F,14.375
978,233,11303,14,12,4,8.0,25.0,F,H,S,2,F,12.5
392,165,8095,13,12,3,15.0,37.5707995,M,H,R,1,F,12.33333333
595,256,11747,30,9,26,0.0,19.0,M,H,R,4,D,5.615384615
1042,284,9923,5,10,1,8.117885715,20.0,M,H,T,1,F,15.0
465,296,10533,16,12,7,3.0,48.0,F,H,C,1,F,18.28571429
987,430,18625,27,11,11,6.0,27.0,F,U,S,1,F,15.36363636
757,344,17101,31,12,22,10.0,37.5707995,M,H,U,1,E,5.6363636360000005
731,443,17506,14,30,9,18.0,37.5707995,M,U,T,2,F,17.33333333
3202,619,22360,18,9,6,3.0,26.0,M,H,S,1,F,9.166666667000001
207,194,9097,20,13,7,8.0,46.0,F,H,R,1,F,9.0
3119,593,22289,9,12,3,4.0,47.0,M,H,C,3,E,8.666666667000001
457,218,11030,32,23,47,5.0,36.0,F,H,R,4,D,3.203404255
470,289,11707,31,13,18,6.0,59.0,M,U,R,2,G,11.16666667
1129,669,23494,17,12,9,15.0,37.5707995,F,other,U,2,E,8.555555556
711,263,12046,27,14,15,3.0,17.0,F,other,R,1,F,7.4
1955,403,16810,21,12,12,4.0,37.5707995,other,other,S,1,F,15.33333333
899,248,14733,17,13,4,11.0,25.0,M,H,U,1,G,43.75
522,161,5401,27,13,9,10.0,25.0,F,U,R,2,F,12.0
678,402,15356,15,12,6,13.0,54.0,F,H,T,2,F,8.5
342,252,12385,34,13,16,11.0,15.0,F,H,C,2,G,13.1875
1689,492,19486,8,12,2,3.0,37.5707995,M,other,S,2,F,20.0
313,217,10880,11,11,5,3.0,37.5707995,M,other,R,3,E,7.4
1115,261,13168,16,12,5,4.0,33.0,F,H,R,1,F,10.2
3435,490,26467,10,12,4,2.0,62.0,F,H,S,3,E,6.75
815,448,17202,16,12,5,1.0,44.0,M,H,S,1,F,7.8
557,212,11340,30,12,15,17.0,37.5707995,F,other,R,3,D,5.133333333
892,470,15308,6,12,1,8.117885715,55.0,M,U,S,1,G,25.0
932,370,15802,25,16,15,2.0,37.5707995,F,other,S,2,F,13.26666667
1173,322,18738,10,13,4,2.0,37.5707995,F,U,C,3,E,8.25
1156,295,14616,26,27,32,2.0,19.0,F,U,S,3,E,7.40625
500,233,11855,32,11,20,6.0,18.0,F,H,T,1,F,7.7
881,230,12026,22,13,10,10.0,39.0,M,U,S,2,F,11.8
652,173,8777,17,10,5,24.0,19.0,F,other,S,1,F,10.4
521,304,13437,23,11,6,15.0,48.0,F,H,T,1,G,21.0
466,243,11934,19,9,4,18.0,23.0,F,U,S,1,F,12.5
757,248,15729,27,32,19,10.0,34.0,F,other,S,1,F,8.0
560,269,11848,6,12,1,8.117885715,44.0,M,U,R,1,F,20.0
530,264,8958,26,11,8,14.0,29.0,F,U,R,1,F,12.125
884,407,15168,20,9,15,5.0,35.0,M,H,S,4,E,5.066666667
1625,392,19656,20,15,8,5.0,36.0,M,other,T,3,E,9.875
2925,441,15380,6,11,1,8.117885715,38.0,F,U,S,1,F,20.0
334,172,8704,16,12,5,2.0,20.0,other,other,R,1,F,9.6
595,284,12244,14,14,5,3.0,37.5707995,F,U,R,2,F,9.6
175,170,8372,32,13,18,11.0,37.5707995,F,U,R,3,D,5.8888888889999995
953,282,18892,22,10,15,13.0,76.0,M,H,S,3,D,4.866666667
792,307,17090,9,8,3,3.0,50.0,F,U,C,1,G,18.33333333
573,337,12315,19,10,5,20.0,55.0,M,H,T,1,F,10.2
1869,452,29990,31,14,18,3.0,37.5707995,M,other,C,4,G,14.55555556
2459,264,19430,17,7,15,11.0,37.5707995,M,U,U,2,E,5.8
733,294,16706,14,9,3,7.0,14.0,M,other,T,1,F,12.66666667
3083,609,26157,7,8,1,8.117885715,40.0,M,H,S,1,F,15.0
343,217,9062,33,13,13,2.0,37.5707995,M,U,R,1,F,7.153846154
540,244,9984,5,10,1,8.117885715,37.5707995,F,H,C,1,F,20.0
350,202,9320,27,13,8,5.0,30.0,F,H,C,2,F,11.125
694,220,13012,15,12,5,2.0,48.0,F,H,C,1,F,7.8
468,237,11759,32,14,17,7.0,32.0,M,other,R,2,G,16.82352941
882,236,9837,23,28,14,6.0,40.0,F,H,R,2,E,8.142857142999999
715,330,17415,13,14,4,14.0,37.5707995,other,H,S,2,F,7.5
482,227,11149,14,13,6,9.0,27.0,M,U,R,4,F,15.33333333
733,388,16727,15,12,4,5.0,55.0,M,H,T,1,G,18.75
727,448,14945,17,12,6,4.0,49.0,F,H,T,2,F,12.83333333
2559,581,21559,33,12,50,10.0,31.0,M,H,S,4,D,5.68
452,221,10318,26,14,11,14.0,37.5707995,F,other,T,2,E,8.0
364,219,10065,22,9,11,3.0,36.0,F,H,R,1,F,6.181818182000001
1409,609,22214,21,12,5,12.0,50.0,M,H,S,1,G,18.2
2439,521,21808,10,14,4,5.0,50.0,F,H,S,3,E,8.75
488,280,8828,15,9,3,49.0,44.0,F,U,C,1,F,12.0
277,137,5459,23,13,11,7.0,37.5707995,F,H,C,2,F,8.363636364
1401,304,11439,16,12,5,3.0,54.0,M,other,T,1,F,9.4
1271,733,23282,23,12,15,5.0,37.5707995,F,U,T,3,D,4.066666667
1138,509,25740,36,16,23,1.0,46.0,M,U,T,2,G,19.13043478
432,229,10258,9,7,7,8.0,37.5707995,F,H,T,3,E,4.8571428569999995
1301,468,25283,5,11,1,8.117885715,37.5707995,F,U,U,1,F,20.0
482,284,10954,33,13,16,5.0,30.0,M,H,R,1,G,20.0625
1703,676,23009,30,13,17,24.0,41.0,M,H,S,1,E,9.647058824
711,260,15532,6,8,1,8.117885715,50.0,F,H,T,1,F,20.0
1636,766,29200,23,13,7,15.0,23.0,M,H,S,1,F,12.0
429,72,3624,5,10,1,8.117885715,25.0,F,U,C,1,F,15.0
2473,702,66353,9,7,6,8.0,37.5707995,M,other,T,2,F,11.66666667
870,375,12566,14,13,3,8.0,43.0,F,H,S,1,G,16.66666667
1748,351,14059,10,14,5,4.0,48.0,F,H,S,4,E,10.4
583,144,6892,6,8,2,16.0,37.5707995,M,other,C,1,F,11.5
588,260,11367,9,12,5,2.0,37.5707995,other,U,T,3,E,6.0
1672,714,32327,28,27,34,4.0,29.0,M,U,C,2,E,8.441176471
437,231,13304,21,12,6,19.0,37.5707995,F,H,C,2,F,8.833333332999999
379,249,8990,25,13,30,2.0,37.5707995,F,U,T,3,D,5.766666667000001
1905,475,17400,13,12,4,12.0,28.0,F,H,S,2,F,9.75
349,195,7937,9,11,2,4.0,37.5707995,M,other,R,2,F,15.0
2750,120,4428,23,13,7,9.0,37.5707995,F,other,U,1,G,13.85714286
1844,338,13333,15,11,5,1.0,37.5707995,F,H,C,1,F,9.4
590,353,14234,6,11,1,8.117885715,18.0,M,H,T,1,G,25.0
868,249,16435,31,12,17,7.0,26.0,F,H,C,3,D,5.294117647
1451,529,30878,27,10,17,9.0,37.5707995,F,other,C,1,E,7.470588235
2668,273,17483,26,13,17,10.0,15.0,F,H,C,2,E,10.17647059
1079,140,12594,27,10,18,3.0,27.0,F,H,U,1,E,5.166666667
178,238,11576,31,13,15,3.0,37.5707995,M,U,R,2,E,7.0
873,390,16360,5,8,1,8.117885715,62.0,F,U,C,1,F,15.0
1530,465,37740,6,11,1,8.117885715,40.0,F,U,C,1,G,25.0
1141,485,25060,16,13,4,14.0,43.0,M,other,S,1,G,21.25
1093,363,24231,26,19,13,6.0,49.0,F,H,C,2,F,15.84615385
322,196,8341,13,10,4,11.0,50.0,F,H,C,1,G,12.5
576,312,13252,14,13,7,7.0,54.0,F,U,R,4,D,6.285714286
2335,544,17722,22,30,13,8.0,37.5707995,other,other,S,2,F,10.76923077
536,106,5274,32,13,25,5.0,18.0,F,H,C,2,E,5.92
721,320,15123,20,9,8,4.0,49.0,M,U,C,1,F,9.5
1106,426,17581,4,4,1,8.117885715,37.5707995,F,other,T,1,G,28.0
600,416,14612,7,11,1,8.117885715,38.0,F,H,S,1,G,50.0
556,219,11914,19,14,12,2.0,26.0,F,H,R,4,E,8.333333332999999
413,291,9719,22,15,13,27.0,29.0,M,H,S,4,E,7.0
1318,464,18095,25,14,7,13.0,22.0,M,other,S,1,F,10.85714286
570,214,10426,32,27,16,6.0,51.0,M,U,R,3,E,8.75
408,198,8987,13,13,8,5.0,40.0,F,H,R,4,E,8.375
757,308,13239,21,10,9,3.0,48.0,M,H,R,1,F,14.0
927,324,12593,17,13,5,18.0,41.0,other,other,R,2,G,16.0
574,239,14850,17,13,12,2.0,23.0,F,H,C,4,G,16.58333333
878,411,15270,17,14,3,16.0,52.0,M,H,S,1,G,51.66666667
957,296,18467,6,12,1,8.117885715,32.0,F,H,S,1,G,25.0
489,216,9455,19,8,20,12.0,29.0,M,U,R,1,E,5.35
713,360,12547,30,13,13,9.0,50.0,M,U,R,1,E,8.846153846
289,209,9271,25,12,16,4.0,47.0,M,H,U,2,E,5.625
623,269,10617,18,9,8,8.0,64.0,F,H,T,2,F,10.25
377,207,9983,21,13,7,12.0,62.0,M,H,R,2,E,11.14285714
345,117,5727,11,14,4,8.0,34.0,M,U,C,3,E,11.75
734,434,15612,17,27,15,2.0,38.0,F,H,S,2,E,21.31333333
840,346,13523,29,13,11,20.0,39.0,M,other,S,1,G,17.36363636
2601,370,21259,14,12,5,5.0,64.0,F,H,U,2,F,13.2
781,215,18846,25,14,9,3.0,37.5707995,F,other,T,1,F,15.11111111
544,260,12947,25,12,21,13.0,12.0,F,U,R,3,D,3.142857143
712,370,15880,29,13,23,8.0,37.5707995,F,U,T,4,F,4.369565217
376,229,9791,12,10,3,9.0,36.0,M,H,U,1,F,11.0
557,256,10714,6,10,1,8.117885715,37.5707995,F,other,T,1,F,20.0
740,237,14234,19,11,12,7.0,37.5707995,F,H,T,1,F,11.25
4676,844,37797,5,10,1,8.117885715,58.0,F,H,S,1,F,15.0
320,192,9114,23,13,10,8.0,27.0,M,other,T,2,G,28.7
752,281,13081,5,8,1,8.117885715,56.0,F,H,U,1,F,15.0
2432,589,20308,22,12,18,1.0,38.0,M,H,S,4,E,9.111111111
1770,478,16679,14,13,4,14.0,38.0,F,other,U,2,G,13.0
751,437,12996,19,13,8,5.0,59.0,M,H,C,2,F,9.625
1209,352,14840,25,22,18,3.0,37.5707995,F,other,S,3,E,7.6111111110000005
544,272,11271,16,10,5,5.0,55.0,F,H,R,1,F,12.4
2503,621,24692,9,10,2,7.0,37.5707995,F,U,S,1,F,15.0
648,270,11778,9,5,3,5.0,37.5707995,F,other,R,1,G,11.0
413,244,11519,31,14,24,7.0,37.5707995,F,other,R,3,D,4.322916667
1579,337,13545,18,16,7,7.0,26.0,F,U,T,2,F,10.28571429
480,170,11058,40,24,22,8.0,41.0,F,U,C,1,F,11.5
3825,342,24523,18,11,4,26.0,24.0,F,H,S,1,F,15.5
600,324,13611,11,19,6,5.0,37.5707995,M,other,C,3,E,8.666666667000001
832,188,12011,22,14,8,7.0,28.0,M,H,T,3,E,6.875
1115,313,16625,9,13,2,6.0,38.0,M,other,C,2,G,37.5
3455,558,23929,22,13,8,10.0,56.0,F,H,U,2,G,15.75
486,211,9285,32,14,25,3.0,29.0,F,H,C,2,E,7.76
694,386,15266,17,15,5,5.0,37.5707995,M,U,C,1,G,49.0
809,160,9818,8,6,4,1.0,42.0,M,H,S,2,F,9.0
1311,479,17886,17,12,5,14.0,18.0,M,H,S,2,F,13.8
379,140,8500,4,10,1,8.117885715,36.0,F,H,C,1,F,20.0
595,187,13528,24,13,6,18.0,24.0,F,U,C,1,G,24.5
380,148,7720,22,12,5,14.0,40.0,M,H,C,1,F,13.4
833,247,11013,9,11,2,6.0,37.5707995,F,other,S,1,F,13.0
611,358,8483,13,12,3,3.0,40.0,M,H,S,1,G,20.0
720,338,16820,10,11,2,14.0,63.0,F,U,C,1,F,17.5
319,253,10729,33,13,22,4.0,34.0,F,H,T,2,E,11.40909091
884,517,17120,13,13,4,7.0,37.5707995,M,H,C,1,G,21.25
724,260,11074,19,13,7,4.0,37.5707995,F,other,T,2,F,11.71428571
2276,320,16715,32,12,33,2.0,20.0,F,H,T,2,G,8.0
793,393,12740,32,12,12,2.0,23.0,F,H,S,1,F,13.16666667
2260,649,28065,6,10,1,8.117885715,37.5707995,M,other,S,1,F,20.0
